id,text
2650,The ending feels at odds with the rest of the film .
2651,"A tone of rueful compassion ... reverberates throughout this film , whose meaning and impact is sadly heightened by current world events ."
2652,A beautiful paean to a time long past .
2653,"With this masterful , flawless film , ( Wang ) emerges in the front ranks of China 's now numerous , world-renowned filmmakers ."
2654,"Shyamalan offers copious hints along the way -- myriad signs , if you will -- that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to Earth for harvesting purposes ."
2655,"This film is an act of spiritual faith -- an eloquent , deeply felt meditation on the nature of compassion ."
2656,Splendidly illustrates the ability of the human spirit to overcome adversity .
2657,"A compelling , gut-clutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day ."
2658,"She 's as rude and profane as ever , always hilarious and , most of the time , absolutely right in her stinging social observations ."
2659,"To those who have not read the book , the film is a much better mother-daughter tale than last summer 's ` Divine Secrets of the Ya-Ya Sisterhood , ' but that 's not saying much ."
2660,"Even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's waltzed itself into the art film pantheon ."
2661,"A thoughtful , reverent portrait of what is essentially a subculture , with its own rules regarding love and family , governance and hierarchy ."
2662,"It seems impossible that an epic four-hour Indian musical about a cricket game could be this good , but it is ."
2663,Will certainly appeal to Asian cult cinema fans and Asiaphiles interested to see what all the fuss is about .
2664,"Touches smartly and wistfully on a number of themes , not least the notion that the marginal members of society ... might benefit from a helping hand and a friendly kick in the pants ."
2665,A wildly entertaining scan of Evans ' career .
2666,"A mature , deeply felt fantasy of a director 's travel through 300 years of Russian history ."
2667,"A finely tuned mood piece , a model of menacing atmosphere ."
2668,"The Salton Sea has moments of inspired humour , though every scrap is of the darkest variety ."
2669,Both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes .
2670,"Although shot with little style , Skins is heartfelt and achingly real ."
2671,Harks back to a time when movies had more to do with imagination than market research .
2672,"Upsetting and thought-provoking , the film has an odd purity that does n't bring you into the characters so much as it has you study them ."
2673,"It 's an effort to watch this movie , but it eventually pays off and is effective if you stick with it ."
2674,A harrowing account of a psychological breakdown .
2675,"Continually challenges perceptions of guilt and innocence , of good guys and bad , and asks us whether a noble end can justify evil means ."
2676,It certainly wo n't win any awards in the plot department but it sets out with no pretensions and delivers big time .
2677,"Dog Soldiers does n't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it ."
2678,"It may scream low budget , but this charmer has a spirit that can not be denied ."
2679,` Alice 's adventure through the looking glass and into zombie-land ' is filled with strange and wonderful creatures .
2680,"Without ( De Niro ) , City By The Sea would slip under the waves ."
2681,"He drags it back , single-handed ."
2682,"A good music documentary , probably one of the best since The Last Waltz ."
2683,"If the plot seems a bit on the skinny side , that 's because Panic Room is interested in nothing more than sucking you in ... and making you sweat ."
2684,"... ( the film ) works , due mostly to the tongue-in-cheek attitude of the screenplay ."
2685,"The film becomes an overwhelming pleasure , and you find yourself rooting for Gai 's character to avoid the fate that has befallen every other Carmen before her ."
2686,Broomfield has a rather unique approach to documentary .
2687,He thinks the film is just as much a document about him as it is about the subject .
2688,"It 's excessively quirky and a little underconfident in its delivery , but otherwise this is the best ` old neighborhood ' project since Christopher Walken kinda romanced Cyndi Lauper in The Opportunists ."
2689,The film oozes craft .
2690,Robinson 's web of suspense matches the page-turning frenzy that Clancy creates .
2691,Manages to be both hugely entertaining and uplifting .
2692,A classic fairy tale that perfectly captures the wonders and worries of childhood in a way that few movies have ever approached .
2693,a wonderfully warm human drama that remains vividly in memory long after viewing
2694,"Washington overcomes the script 's flaws and envelops the audience in his character 's anguish , anger and frustration ."
2695,"The film fearlessly gets under the skin of the people involved ... This makes it not only a detailed historical document , but an engaging and moving portrait of a subculture ."
2696,"A searing , epic treatment of a nationwide blight that seems to be , horrifyingly , ever on the rise ."
2697,"Not a film for the faint of heart or conservative of spirit , but for the rest of us -- especially San Francisco lovers -- it 's a spirited film and a must-see ."
2698,Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .
2699,"The color sense of Stuart Little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is ."
2700,Any movie that makes hard work seem heroic deserves a look .
2701,"It may not be a huge cut of above the rest , but I enjoyed Barbershop ."
2702,It 's a funny little movie with clever dialogue and likeable characters .
2703,"A different and emotionally reserved type of survival story -- a film less about refracting all of World War II through the specific conditions of one man , and more about that man lost in its midst ."
2704,"It 's sweet , funny , charming , and completely delightful ."
2705,"Beautifully shot against the frozen winter landscapes of Grenoble and Geneva , the film unfolds with all the mounting tension of an expert thriller , until the tragedy beneath it all gradually reveals itself ."
2706,"Medem may have disrobed most of the cast , leaving their bodies exposed , but the plot remains as guarded as a virgin with a chastity belt ."
2707,That 's why Sex and Lucia is so alluring .
2708,"An elegant work , Food of Love is as consistently engaging as it is revealing ."
2709,"Although largely a heavy-handed indictment of parental failings and the indifference of Spanish social workers and legal system towards child abuse , the film retains ambiguities that make it well worth watching ."
2710,"A powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution ."
2711,"In its own floundering way , it gets to you ."
2712,"Return to Never Land may be another shameless attempt by Disney to rake in dough from baby boomer families , but it 's not half-bad ."
2713,Wise and deadpan humorous .
2714,God bless Crudup and his aversion to taking the easy Hollywood road and cashing in on his movie-star gorgeousness .
2715,Schrader examines Crane 's decline with unblinking candor .
2716,"You can watch , giggle and get an adrenaline boost without feeling like you 've completely lowered your entertainment standards ."
2717,It thankfully goes easy on the reel\/real world dichotomy that ( Jaglom ) pursued with such enervating determination in Venice\/Venice .
2718,"This rich , bittersweet Israeli documentary , about the life of song-and-dance-man Pasach ` ke Burstein and his family , transcends ethnic lines ."
2719,Cool gadgets and creatures keep this fresh .
2720,"Presents a side of contemporary Chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation ."
2721,"( Jeff 's ) gorgeous , fluid compositions , underlined by Neil Finn and Edmund McWilliams 's melancholy music , are charged with metaphor , but rarely easy , obvious or self-indulgent ."
2722,"Engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched ."
2723,"a bilingual charmer , just like the woman who inspired it"
2724,"Blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it surveys , the film has in Kieran Culkin a pitch-perfect Holden ."
2725,"The fourth `` Pokemon '' is a diverting -- if predictable -- adventure suitable for a matinee , with a message that cautions children about disturbing the world 's delicate ecological balance ."
2726,"What one is left with , even after the most awful acts are committed , is an overwhelming sadness that feels as if it has made its way into your very bloodstream ."
2727,Nothing too deep or substantial .
2728,"Miyazaki 's nonstop images are so stunning , and his imagination so vivid , that the only possible complaint you could have about Spirited Away is that there is no rest period , no timeout ."
2729,"... a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels ."
2730,"Assured , vital and well wrought , the film is , arguably , the most accomplished work to date from Hong Kong 's versatile Stanley Kwan ."
2731,"Delia , Greta , and Paula rank as three of the most multilayered and sympathetic female characters of the year ."
2732,"As each of them searches for their place in the world , Miller digs into their very minds to find an unblinking , flawed humanity ."
2733,A surprisingly sweet and gentle comedy .
2734,"Shanghai Ghetto , much stranger than any fiction , brings this unknown slice of history affectingly to life ."
2735,"It 's not particularly well made , but since I found myself howling more than cringing , I 'd say the film works ."
2736,Her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks .
2737,"Though its story is only surface deep , the visuals and enveloping sounds of Blue Crush make this surprisingly decent flick worth a summertime look-see ."
2738,"Sometimes charming , sometimes infuriating , this Argentinean ` dramedy ' succeeds mainly on the shoulders of its actors ."
2739,You may feel compelled to watch the film twice or pick up a book on the subject .
2740,Often shocking but ultimately worthwhile exploration of motherhood and desperate mothers .
2741,"A venturesome , beautifully realized psychological mood piece that reveals its first-time feature director 's understanding of the expressive power of the camera ."
2742,"Like The Rugrats movies , The Wild Thornberrys Movie does n't offer much more than the series , but its emphasis on caring for animals and respecting other cultures is particularly welcome ."
2743,Taken outside the context of the current political climate ( see : terrorists are more evil than ever ! )
2744,", The Sum of All Fears is simply a well-made and satisfying thriller ."
2745,A lovely and beautifully photographed romance .
2746,One of the most splendid entertainments to emerge from the French film industry in years .
2747,"For almost the first two-thirds of Martin Scorsese 's 168-minute Gangs of New York , I was entranced ."
2748,One of the most slyly exquisite anti-adult movies ever made .
2749,What makes Esther Kahn so demanding is that it progresses in such a low-key manner that it risks monotony .
2750,But it 's worth the concentration .
2751,"Neither the funniest film that Eddie Murphy nor Robert De Niro has ever made , Showtime is nevertheless efficiently amusing for a good while ."
2752,"Before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway ."
2753,A clever script and skilled actors bring new energy to the familiar topic of office politics .
2754,"The determination of Pinochet 's victims to seek justice , and their often heartbreaking testimony , spoken directly into director Patricio Guzman 's camera , pack a powerful emotional wallop ."
2755,"It 's ... worth the extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles with a film whose very subject is , quite pointedly , about the peril of such efforts ."
2756,"Dark and unrepentant , this excursion into the epicenter of percolating mental instability is not easily dismissed or forgotten ."
2757,"It 's a rollicking adventure for you and all your mateys , regardless of their ages ."
2758,"Boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun ."
2759,"If you 're down for a silly hack-and-slash flick , you can do no wrong with Jason X."
2760,"This is a very ambitious project for a fairly inexperienced filmmaker , but good actors , good poetry and good music help sustain it ."
2761,The modern master of the chase sequence returns with a chase to end all chases
2762,You 'll know a star when you see one .
2763,"Austin Powers in Goldmember is a cinematic car wreck , a catastrophic collision of tastelessness and gall that nevertheless will leave fans clamoring for another ride ."
2764,"You can fire a torpedo through some of Clancy 's holes , and the scripters do n't deserve any Oscars ."
2765,"But the nerve-raked acting , the crackle of lines , the impressive stagings of hardware , make for some robust and scary entertainment ."
2766,contrasting the original Ringu with the current Americanized adaptation is akin to comparing The Evil Dead with Evil Dead II
2767,"A small gem of a movie that defies classification and is as thought-provoking as it is funny , scary and sad ."
2768,"For a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them ."
2769,It 's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more .
2770,Late Marriage is an in-your-face family drama and black comedy that is filled with raw emotions conveying despair and love .
2771,"It 's too harsh to work as a piece of storytelling , but as an intellectual exercise -- an unpleasant debate that 's been given the drive of a narrative and that 's been acted out -- The Believer is nothing less than a provocative piece of work ."
2772,It 's sweet .
2773,It 's funny .
2774,It wears its heart on the sleeve of its gaudy Hawaiian shirt .
2775,"And , thanks to the presence of ` the King , ' it also rocks ."
2776,"It 's never laugh-out-loud funny , but it is frequently amusing ."
2777,"A bittersweet film , simple in form but rich with human events ."
2778,The unexplored story opportunities of `` Punch-Drunk Love '' may have worked against the maker 's minimalist intent but it is an interesting exercise by talented writer\/director Anderson .
2779,... digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations .
2780,The beauty of the piece is that it counts heart as important as humor .
2781,"Piercingly affecting ... while clearly a manipulative film , emerges as powerful rather than cloying ."
2782,"Very amusing , not the usual route in a thriller , and the performances are odd and pixilated and sometimes both ."
2783,While the frequent allusions to gurus and doshas will strike some Westerners as verging on mumbo-jumbo ... broad streaks of common sense emerge with unimpeachable clarity .
2784,"The cast is phenomenal , especially the women ."
2785,A marvel of production design .
2786,"The byplay and bickering between the now spy-savvy siblings , Carmen ( Vega ) and Juni ( Sabara ) Cortez , anchor the film in a very real and amusing give-and-take ."
2787,"Good actors have a radar for juicy roles -- there 's a plethora of characters in this picture , and not one of them is flat ."
2788,"Though in some ways similar to Catherine Breillat 's Fat Girl , Rain is the far superior film ."
2789,"Is not so much a work of entertainment as it is a unique , well-crafted psychological study of grief ."
2790,"Remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it 's an adventure story and history lesson all in one ."
2791,"Colorful , energetic and sweetly whimsical ... the rare sequel that 's better than its predecessor ."
2792,Reno himself can take credit for most of the movie 's success .
2793,He 's one of the few ` cool ' actors who never seems aware of his own coolness .
2794,Significantly better than its 2002 children 's - movie competition .
2795,"UB equally spoofs and celebrates the more outre aspects of ` black culture ' and the dorkier aspects of ` white culture , ' even as it points out how inseparable the two are ."
2796,A lot smarter than your average Bond .
2797,"... bright , intelligent , and humanly funny film ."
2798,"Painful , horrifying and oppressively tragic , this film should not be missed ."
2799,Part of the film 's cheeky charm comes from its vintage schmaltz .
2800,"So fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated ."
2801,Not to mention absolutely refreshed .
2802,"A vibrant , colorful , semimusical rendition ."
2803,Nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .
2804,"It is different from others in its genre in that it is does not rely on dumb gags , anatomical humor , or character cliches ; it primarily relies on character to tell its story ."
2805,Both a successful adaptation and an enjoyable film in its own right .
2806,"Worth a look by those on both sides of the issues , if only for the perspective it offers , one the public rarely sees ."
2807,"A mostly believable , refreshingly low-key and quietly inspirational little sports drama ."
2808,"May be more genial than ingenious , but it gets the job done ."
2809,A stylish cast and some clever scripting solutions help Chicago make the transition from stage to screen with considerable appeal intact .
2810,"Exhilarating , funny and fun ."
2811,"While not quite `` Shrek '' or `` Monsters , Inc. '' , it 's not too bad ."
2812,It 's worth taking the kids to .
2813,In the end there is one word that best describes this film : honest .
2814,"Writer-director David Jacobson and his star , Jeremy Renner , have made a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted ."
2815,The action sequences are fun and reminiscent of combat scenes from the Star Wars series .
2816,Norton is magnetic as Graham .
2817,Savvy director Robert J. Siegel and his co-writers keep the story subtle and us in suspense .
2818,"Twenty years after its first release , E.T. remains the most wondrous of all Hollywood fantasies -- and the apex of Steven Spielberg 's misunderstood career ."
2819,"It 's an exhilarating place to visit , this laboratory of laughter ."
2820,`` Simone '' is a fun and funky look into an artificial creation in a world that thrives on artificiality .
2821,A great companion piece to other Napoleon films .
2822,"To some eyes this will seem like a recycling of clichés , an assassin 's greatest hits ."
2823,"To others , it will remind them that Hong Kong action cinema is still alive and kicking ."
2824,"Congrats Disney on a job well done , I enjoyed it just as much !"
2825,A remarkably alluring film set in the constrictive Eisenhower era about one suburban woman 's yearning in the face of a loss that shatters her cheery and tranquil suburban life .
2826,"Berling and Béart ... continue to impress , and Isabelle Huppert ... again shows uncanny skill in getting under the skin of her characters ."
2827,"Uplifting , funny and wise ."
2828,Remarkable for its intelligence and intensity .
2829,The hypnotic imagery and fragmentary tale explore the connections between place and personal identity .
2830,Brosnan is more feral in this film than I 've seen him before and Halle Berry does her best to keep up with him .
2831,A film that begins with the everyday lives of naval personnel in San Diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times I saw the film .
2832,"wo n't be placed in the pantheon of the best of the swashbucklers but it is a whole lot of fun and you get to see the one of the world 's best actors , Daniel Auteuil , have a whale of a good time ."
2833,The movie starts with a legend and ends with a story that is so far-fetched it would be impossible to believe if it were n't true .
2834,This is the stuff that Disney movies are made of .
2835,"Like all great films about a life you never knew existed , it offers much to absorb and even more to think about after the final frame ."
2836,That the e-graveyard holds as many good ideas as bad is the cold comfort that Chin 's film serves up with style and empathy .
2837,"While we no longer possess the lack-of-attention span that we did at seventeen , we had no trouble sitting for Blade II ."
2838,"... a solid , unassuming drama ."
2839,A seriocomic debut of extravagant promise by Georgian-Israeli director Dover Kosashvili .
2840,"The real star of this movie is the score , as in the songs translate well to film , and it 's really well directed ."
2841,"It 's rare to find a film to which the adjective ` gentle ' applies , but the word perfectly describes Pauline & Paulette ."
2842,My Wife is an Actress has its moments in looking at the comic effects of jealousy .
2843,"Both Garcia and Jagger turn in perfectly executed and wonderfully sympathetic characters , who are alternately touching and funny ."
2844,"The more you think about the movie , the more you will probably like it ."
2845,... a powerful sequel and one of the best films of the year .
2846,"For the most part , the film does hold up pretty well ."
2847,Together ( Time Out and Human Resources ) establish Mr. Cantet as France 's foremost cinematic poet of the workplace .
2848,You can take the grandkids or the grandparents and never worry about anyone being bored ... audience is a sea of constant smiles and frequent laughter .
2849,There has been a string of ensemble cast romances recently ... but Peter Mattei 's Love in the Time of Money sets itself apart by forming a chain of relationships that come full circle to end on a positive ( if tragic ) note .
2850,"By applying definition to both sides of the man , the picture realizes a fullness that does not negate the subject ."
2851,"Anybody who enjoys quirky , fun , popcorn movies with a touch of silliness and a little bloodshed ."
2852,"( Cuarón has ) created a substantive movie out of several cliched movie structures : the road movie , the coming-of-age movie , and the teenage sex comedy ."
2853,Puts to rest any thought that the German film industry can not make a delightful comedy centering on food .
2854,Witty dialog between realistic characters showing honest emotions .
2855,It 's touching and tender and proves that even in sorrow you can find humor .
2856,"Like blended shades of lipstick , these components combine into one terrific story with lots of laughs ."
2857,"Ash Wednesday is not Edward Burns ' best film , but it is a good and ambitious film ."
2858,And it marks him as one of the most interesting writer\/directors working today .
2859,"After one gets the feeling that the typical Hollywood disregard for historical truth and realism is at work here , it 's a matter of finding entertainment in the experiences of Zishe and the fiery presence of Hanussen ."
2860,The footage of the rappers at play and the prison interview with Suge Knight are just two of the elements that will grab you .
2861,"... it 's as comprehensible as any Dummies guide , something even non-techies can enjoy ."
2862,Do n't wait to see this terrific film with your kids -- if you do n't have kids borrow some .
2863,"Moretti ... is the rare common-man artist who 's wise enough to recognize that there are few things in this world more complex -- and , as it turns out , more fragile -- than happiness ."
2864,"The movie 's captivating details are all in the performances , from Foreman 's barking-mad Taylor to Thewlis 's smoothly sinister Freddie and Bettany\/McDowell 's hard-eyed gangster ."
2865,Features Fincher 's characteristically startling visual style and an almost palpable sense of intensity .
2866,"Precocious smarter-than-thou wayward teen struggles to rebel against his oppressive , right-wing , propriety-obsessed family ."
2867,Moore provides an invaluable service by sparking debate and encouraging thought .
2868,"Better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of Jonathan Swift ."
2869,"Alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life ."
2870,A cutesy romantic tale with a twist .
2871,"This is a gorgeous film - vivid with color , music and life ."
2872,Delight your senses and crash this wedding !
2873,A brutally dry satire of Middle American numbness .
2874,More sophisticated and literate than such pictures usually are ... an amusing little catch .
2875,"Smith examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country ."
2876,"With an admirably dark first script by Brent Hanley , Paxton , making his directorial feature debut , does strong , measured work ."
2877,A compelling French psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart .
2878,"... even if you 've never heard of Chaplin , you 'll still be glued to the screen ."
2879,"As the dominant Christine , Sylvie Testud is icily brilliant ."
2880,"The story that emerges has elements of romance , tragedy and even silent-movie comedy ."
2881,"( `` Safe Conduct '' ) is a long movie at 163 minutes but it fills the time with drama , romance , tragedy , bravery , political intrigue , partisans and sabotage ."
2882,Viva le Resistance !
2883,It offers a glimpse of the Solomonic decision facing Jewish parents in those turbulent times : to save their children and yet to lose them .
2884,The film is delicately narrated by Martin Landau and directed with sensitivity and skill by Dana Janklowicz-Mann .
2885,"an admirable , sometimes exceptional film"
2886,"If you like an extreme action-packed film with a hint of humor , then Triple X marks the spot ."
2887,"If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia"
2888,"May not be a breakthrough in filmmaking , but it is unwavering and arresting ."
2889,The film 's images give a backbone to the company and provide an emotional edge to its ultimate demise .
2890,A bodice-ripper for intellectuals .
2891,The locations go from stark desert to gorgeous beaches .
2892,"The story plays out slowly , but the characters are intriguing and realistic ."
2893,Neil Burger here succeeded in ... making the mystery of four decades back the springboard for a more immediate mystery in the present .
2894,"The complex , politically charged tapestry of contemporary Chinese life this exciting new filmmaker has brought to the screen is like nothing we Westerners have seen before ."
2895,"Try as you might to scrutinize the ethics of Kaufman 's approach , somehow it all comes together to create a very compelling , sensitive , intelligent and almost cohesive piece of film entertainment ."
2896,"As quiet , patient and tenacious as Mr. Lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline ."
2897,Evokes the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun .
2898,So original in its base concept that you can not help but get caught up .
2899,"It may be a no-brainer , but at least it 's a funny no-brainer ."
2900,A lot more dimensional and complex than its sunny disposition would lead you to believe .
2901,Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness .
2902,"The most audacious , outrageous , sexually explicit , psychologically probing , pure libido film of the year has arrived from Portugal ."
2903,"The creative animation work may not look as fully ` rendered ' as Pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree ."
2904,"Art-house to the core , Read My Lips is a genre-curling crime story that revives the free-wheeling noir spirit of old French cinema ."
2905,"Grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length"
2906,"Conceptually brilliant ... Plays like a living-room War Of The Worlds , gaining most of its unsettling force from the suggested and the unknown ."
2907,... manages to deliver a fair bit of vampire fun .
2908,"Drama of temptation , salvation and good intentions is a thoughtful examination of faith , love and power ."
2909,"The strength of the film comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting ."
2910,"The performances are strong , though the subject matter demands acting that borders on hammy at times ."
2911,A damn fine and a truly distinctive and a deeply pertinent film .
2912,"Still rapturous after all these years , Cinema Paradiso stands as one of the great films about movie love ."
2913,Reggio and Glass put on an intoxicating show .
2914,"MacDowell ... gives give a solid , anguished performance that eclipses nearly everything else she 's ever done ."
2915,The thing about guys like Evans is this : You 're never quite sure where self-promotion ends and the truth begins .
2916,"But as you watch the movie , you 're too interested to care ."
2917,I liked a lot of the smaller scenes .
2918,"An eye-boggling blend of psychedelic devices , special effects and backgrounds , ` Spy Kids 2 ' is a visual treat for all audiences ."
2919,"Straightforward and old-fashioned in the best possible senses of both those words , Possession is a movie that puts itself squarely in the service of the lovers who inhabit it ."
2920,It may ... work as a jaunt down memory lane for teens and young adults who grew up on televised Scooby-Doo shows or reruns .
2921,"One of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then ."
2922,"Far more successful , if considerably less ambitious , than last year 's Kubrick-meets-Spielberg exercise ."
2923,Elling builds gradually until you feel fully embraced by this gentle comedy .
2924,"A fascinating examination of the joyous , turbulent self-discovery made by a proper , middle-aged woman ."
2925,Here is a VH1 Behind the Music special that has something a little more special behind it : music that did n't sell many records but helped change a nation .
2926,Take nothing seriously and enjoy the ride .
2927,"Carrying off a spot-on Scottish burr , Duvall ( also a producer ) peels layers from this character that may well not have existed on paper ."
2928,"The acting , for the most part , is terrific , although the actors must struggle with the fact that they 're playing characters who sometimes feel more like literary conceits than flesh-and-blood humans ."
2929,"Some Body will take you places you have n't been , and also places you have ."
2930,Vereté has a whip-smart sense of narrative bluffs .
2931,Parts of the film feel a bit too much like an infomercial for Ram Dass 's latest book aimed at the boomer demographic .
2932,"But mostly it 's a work that , with humor , warmth , and intelligence , captures a life interestingly lived ."
2933,"Graphic sex may be what 's attracting audiences to Unfaithful , but gripping performances by Lane and Gere are what will keep them awake ."
2934,"When compared to the usual , more somber festival entries , Davis ' highly personal brand of romantic comedy is a tart , smart breath of fresh air that stands out from the pack even if the picture itself is somewhat problematic ."
2935,Both damning and damned compelling .
2936,"Much has been written about those years when the psychedelic '60s grooved over into the gay '70s , but words do n't really do the era justice ."
2937,You have to see it .
2938,"Even if it pushes its agenda too forcefully , this remains a film about something , one that attempts and often achieves a level of connection and concern ."
2939,"What lifts the film high above run-of-the-filth gangster flicks is its refusal to recognise any of the signposts , as if discovering a way through to the bitter end without a map ."
2940,"Both an admirable reconstruction of terrible events , and a fitting memorial to the dead of that day , and of the thousands thereafter ."
2941,"The unique niche of self-critical , behind-the-scenes navel-gazing Kaufman has carved from Orleans ' story and his own infinite insecurity is a work of outstanding originality ."
2942,"Lovingly photographed in the manner of a Golden Book sprung to life , Stuart Little 2 manages sweetness largely without stickiness ."
2943,Consistently clever and suspenseful .
2944,"The story gives ample opportunity for large-scale action and suspense , which director Shekhar Kapur supplies with tremendous skill ."
2945,Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .
2946,Throws in enough clever and unexpected twists to make the formula feel fresh .
2947,Weighty and ponderous but every bit as filling as the treat of the title .
2948,"A real audience-pleaser that will strike a chord with anyone who 's ever waited in a doctor 's office , emergency room , hospital bed or insurance company office ."
2949,Generates an enormous feeling of empathy for its characters .
2950,"Mostly , ( Goldbacher ) just lets her complicated characters be unruly , confusing and , through it all , human ."
2951,... quite good at providing some good old fashioned spooks .
2952,Scherfig 's light-hearted profile of emotional desperation is achingly honest and delightfully cheeky .
2953,"A journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes Holly and Marina tick , and our hearts go out to them as both continue to negotiate their imperfect , love-hate relationship ."
2954,"The wonderfully lush Morvern Callar is pure punk existentialism , and Ms. Ramsay and her co-writer , Liana Dognini , have dramatized the Alan Warner novel , which itself felt like an answer to Irvine Welsh 's book Trainspotting ."
2955,"As it turns out , you can go home again ."
2956,"You 've already seen City by the Sea under a variety of titles , but it 's worth yet another visit ."
2957,"This kind of hands-on storytelling is ultimately what makes Shanghai Ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors ."
2958,"Making such a tragedy the backdrop to a love story risks trivializing it , though Chouraqui no doubt intended the film to affirm love 's power to help people endure almost unimaginable horror ."
2959,"The little girls understand , and McCracken knows that 's all that matters ."
2960,"A powerful , chilling , and affecting study of one man 's dying fall ."
2961,This is a fascinating film because there is no clear-cut hero and no all-out villain .
2962,"A dreadful day in Irish history is given passionate , if somewhat flawed , treatment ."
2963,... a good film that must have baffled the folks in the marketing department .
2964,"... is funny in the way that makes you ache with sadness ( the way Chekhov is funny ) , profound without ever being self-important , warm without ever succumbing to sentimentality ."
2965,"Devotees of Star Trek II : The Wrath of Khan will feel a nagging sense of deja vu , and the grandeur of the best Next Generation episodes is lacking ."
2966,A soul-stirring documentary about the Israeli\/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .
2967,What 's so striking about Jolie 's performance is that she never lets her character become a caricature -- not even with that radioactive hair .
2968,"The main story ... is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish ."
2969,"The performances are immaculate , with Roussillon providing comic relief ."
2970,Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers .
2971,"Hugh Grant , who has a good line in charm , has never been more charming than in About a Boy ."
2972,There 's a lot of tooth in Roger Dodger .
2973,But what 's nice is that there 's a casual intelligence that permeates the script .
2974,"Reminiscent of Alfred Hitchcock 's thrillers , most of the scary parts in ` Signs ' occur while waiting for things to happen ."
2975,One of the best looking and stylish animated movies in quite a while ...
2976,"Its use of the thriller form to examine the labyrinthine ways in which people 's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff ."
2977,It deserves to be seen everywhere .
2978,"You need n't be steeped in '50s sociology , pop culture or movie lore to appreciate the emotional depth of Haynes ' work ."
2979,Waiting for Godard can be fruitful : ` In Praise of Love ' is the director 's epitaph for himself .
2980,A gangster movie with the capacity to surprise .
2981,"The film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission ... if `` gory mayhem '' is your idea of a good time ."
2982,"If not a home run , then at least a solid base hit ."
2983,"It may not be particularly innovative , but the film 's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding ."
2984,"Drawing on an irresistible , languid romanticism , Byler reveals the ways in which a sultry evening or a beer-fueled afternoon in the sun can inspire even the most retiring heart to venture forth ."
